,Step,PalmasTotales,PalmasInfectadas,PalmasSanas,PalmasQuemadas,PalmasDetectadas,DronesTotales,DronesActivos,DronesCargando,EstacionesCarga,Cobertura,ObjetivosCompartidos
861,861,28,0,4,0,0,3,3,0,3,0.1875,0
862,862,28,0,4,0,0,3,3,0,3,0.1875,0
863,863,28,0,4,0,0,3,3,0,3,0.1597222222222222,0
864,864,28,0,4,0,0,3,3,0,3,0.1597222222222222,0
865,865,28,0,4,0,0,3,3,0,3,0.125,0
866,866,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
867,867,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
868,868,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
869,869,28,0,4,0,0,3,3,0,3,0.125,0
870,870,28,0,4,0,0,3,3,0,3,0.125,0
871,871,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
872,872,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
873,873,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
874,874,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
875,875,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
876,876,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
877,877,28,0,4,0,0,3,2,1,3,0.1527777777777778,0
878,878,28,0,4,0,0,3,2,1,3,0.13194444444444445,0
879,879,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
880,880,28,0,4,0,0,3,3,0,3,0.11805555555555555,0
881,881,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
882,882,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
883,883,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
884,884,28,1,3,0,0,3,3,0,3,0.1111111111111111,0
885,885,28,2,2,0,0,3,3,0,3,0.125,0
886,886,28,2,2,0,0,3,3,0,3,0.14583333333333334,0
887,887,28,2,2,0,0,3,3,0,3,0.14583333333333334,0
888,888,28,2,2,0,0,3,3,0,3,0.14583333333333334,0
889,889,28,2,2,0,0,3,3,0,3,0.16666666666666666,0
890,890,28,2,2,0,0,3,3,0,3,0.16666666666666666,0
891,891,28,2,2,0,0,3,3,0,3,0.16666666666666666,0
892,892,28,2,2,0,0,3,3,0,3,0.16666666666666666,0
893,893,28,2,2,0,2,3,3,0,3,0.1597222222222222,2
894,894,28,2,2,0,2,3,3,0,3,0.1736111111111111,2
895,895,28,1,3,0,2,3,3,0,3,0.14583333333333334,2
896,896,28,1,3,0,1,3,3,0,3,0.16666666666666666,1
897,897,28,1,3,0,1,3,3,0,3,0.125,1
898,898,28,0,4,0,1,3,3,0,3,0.10416666666666667,1
899,899,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
900,900,28,0,4,0,0,3,3,0,3,0.1597222222222222,0
901,901,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
902,902,28,0,4,0,0,3,3,0,3,0.11805555555555555,0
903,903,28,0,4,0,0,3,3,0,3,0.11805555555555555,0
904,904,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
905,905,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
906,906,28,0,4,0,0,3,3,0,3,0.125,0
907,907,28,0,4,0,0,3,3,0,3,0.125,0
908,908,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
909,909,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
910,910,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
911,911,28,0,4,0,0,3,3,0,3,0.1111111111111111,0
912,912,28,0,4,0,0,3,3,0,3,0.125,0
913,913,28,0,4,0,0,3,3,0,3,0.125,0
914,914,28,1,3,0,0,3,3,0,3,0.14583333333333334,0
915,915,28,1,3,0,0,3,3,0,3,0.14583333333333334,0
916,916,28,1,3,0,0,3,3,0,3,0.1111111111111111,0
917,917,28,1,3,0,0,3,3,0,3,0.1111111111111111,0
918,918,28,1,3,0,0,3,2,1,3,0.14583333333333334,0
919,919,28,1,3,0,0,3,2,1,3,0.14583333333333334,0
920,920,28,1,3,0,0,3,3,0,3,0.14583333333333334,0
921,921,28,1,3,0,0,3,3,0,3,0.1597222222222222,0
922,922,28,1,3,0,0,3,3,0,3,0.1527777777777778,0
923,923,28,2,2,0,1,3,3,0,3,0.18055555555555555,1
924,924,28,2,2,0,2,3,3,0,3,0.1597222222222222,2
925,925,28,1,3,0,2,3,3,0,3,0.14583333333333334,2
926,926,28,2,2,0,2,3,3,0,3,0.1736111111111111,2
927,927,28,1,3,0,2,3,3,0,3,0.125,2
928,928,28,2,2,0,1,3,3,0,3,0.11805555555555555,1
929,929,28,1,3,0,2,3,3,0,3,0.10416666666666667,2
930,930,28,1,3,0,1,3,3,0,3,0.125,1
931,931,28,1,3,0,1,3,3,0,3,0.1388888888888889,1
932,932,28,0,4,0,1,3,3,0,3,0.13194444444444445,1
933,933,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
934,934,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
935,935,28,0,4,0,0,3,3,0,3,0.125,0
936,936,28,0,4,0,0,3,3,0,3,0.11805555555555555,0
937,937,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
938,938,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
939,939,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
940,940,28,0,4,0,0,3,3,0,3,0.125,0
941,941,28,0,4,0,0,3,3,0,3,0.125,0
942,942,28,0,4,0,0,3,3,0,3,0.125,0
943,943,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
944,944,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
945,945,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
946,946,28,1,3,0,1,3,3,0,3,0.1388888888888889,1
947,947,28,1,3,0,1,3,3,0,3,0.1875,1
948,948,28,1,3,0,1,3,3,0,3,0.1875,1
949,949,28,0,4,0,1,3,3,0,3,0.1875,1
950,950,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
951,951,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
952,952,28,0,4,0,0,3,2,1,3,0.14583333333333334,0
953,953,28,0,4,0,0,3,2,1,3,0.14583333333333334,0
954,954,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
955,955,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
956,956,28,0,4,0,0,3,3,0,3,0.11805555555555555,0
957,957,28,0,4,0,0,3,3,0,3,0.125,0
958,958,28,0,4,0,0,3,3,0,3,0.1597222222222222,0
959,959,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
960,960,28,0,4,0,0,3,3,0,3,0.1736111111111111,0
961,961,28,0,4,0,0,3,3,0,3,0.1736111111111111,0
962,962,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
963,963,28,0,4,0,0,3,3,0,3,0.1597222222222222,0
964,964,28,0,4,0,0,3,3,0,3,0.125,0
965,965,28,0,4,0,0,3,3,0,3,0.125,0
966,966,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
967,967,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
968,968,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
969,969,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
970,970,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
971,971,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
972,972,28,0,4,0,0,3,3,0,3,0.125,0
973,973,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
974,974,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
975,975,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
976,976,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
977,977,28,1,3,0,0,3,2,1,3,0.13194444444444445,0
978,978,28,1,3,0,1,3,2,1,3,0.1527777777777778,1
979,979,28,1,3,0,1,3,3,0,3,0.1388888888888889,1
980,980,28,1,3,0,1,3,3,0,3,0.14583333333333334,1
981,981,28,0,4,0,1,3,3,0,3,0.1736111111111111,1
982,982,28,0,4,0,0,3,3,0,3,0.1736111111111111,0
983,983,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
984,984,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
985,985,28,0,4,0,0,3,3,0,3,0.1388888888888889,0
986,986,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
987,987,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
988,988,28,0,4,0,0,3,3,0,3,0.10416666666666667,0
989,989,28,0,4,0,0,3,3,0,3,0.125,0
990,990,28,0,4,0,0,3,3,0,3,0.1388888888888889,0
991,991,28,0,4,0,0,3,3,0,3,0.13194444444444445,0
992,992,28,0,4,0,0,3,3,0,3,0.11805555555555555,0
993,993,28,0,4,0,0,3,3,0,3,0.1111111111111111,0
994,994,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
995,995,28,0,4,0,0,3,3,0,3,0.1527777777777778,0
996,996,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
997,997,28,0,4,0,0,3,3,0,3,0.14583333333333334,0
998,998,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
999,999,28,0,4,0,0,3,3,0,3,0.16666666666666666,0
