Step,AgentID,pos,x,y,agent_type,agent_state,palm_health,drone_battery_level,drone_position_target,drone_on_mission,drone_is_charging,drone_is_curing
35,144,"(11, 11)",11,11,GridCellAgent,,,,,,,
35,145,"(0, 9)",0,9,ChargingStationAgent,,,,,,,
35,146,"(5, 4)",5,4,DroneAgent,exploring,,66.0,"(4, 3)",False,False,False
35,147,"(11, 3)",11,3,ChargingStationAgent,,,,,,,
35,148,"(7, 3)",7,3,DroneAgent,exploring,,68.0,"(4, 3)",False,False,False
35,149,"(1, 0)",1,0,ChargingStationAgent,,,,,,,
35,150,"(2, 0)",2,0,DroneAgent,exploring,,78.0,"(4, 3)",False,False,False
35,151,"(0, 2)",0,2,PalmAgent,verde,100.0,,,,,
35,152,"(1, 10)",1,10,PalmAgent,verde,100.0,,,,,
35,153,"(2, 9)",2,9,PalmAgent,verde,100.0,,,,,
35,154,"(3, 0)",3,0,PalmAgent,verde,100.0,,,,,
35,155,"(3, 3)",3,3,PalmAgent,verde,100.0,,,,,
35,156,"(3, 11)",3,11,PalmAgent,verde,100.0,,,,,
35,157,"(4, 3)",4,3,PalmAgent,verde,100.0,,,,,
35,158,"(5, 0)",5,0,PalmAgent,verde,100.0,,,,,
35,159,"(5, 4)",5,4,PalmAgent,verde,100.0,,,,,
35,160,"(6, 8)",6,8,PalmAgent,verde,100.0,,,,,
35,161,"(8, 7)",8,7,PalmAgent,infectada,67.95113314118547,,,,,
35,162,"(8, 10)",8,10,PalmAgent,infectada,73.9017680907933,,,,,
35,163,"(10, 2)",10,2,PalmAgent,verde,100.0,,,,,
35,164,"(11, 7)",11,7,PalmAgent,verde,100.0,,,,,
36,1,"(0, 0)",0,0,GridCellAgent,,,,,,,
36,2,"(0, 1)",0,1,GridCellAgent,,,,,,,
36,3,"(0, 2)",0,2,GridCellAgent,,,,,,,
36,4,"(0, 3)",0,3,GridCellAgent,,,,,,,
36,5,"(0, 4)",0,4,GridCellAgent,,,,,,,
36,6,"(0, 5)",0,5,GridCellAgent,,,,,,,
36,7,"(0, 6)",0,6,GridCellAgent,,,,,,,
36,8,"(0, 7)",0,7,GridCellAgent,,,,,,,
36,9,"(0, 8)",0,8,GridCellAgent,,,,,,,
36,10,"(0, 9)",0,9,GridCellAgent,,,,,,,
36,11,"(0, 10)",0,10,GridCellAgent,,,,,,,
36,12,"(0, 11)",0,11,GridCellAgent,,,,,,,
36,13,"(1, 0)",1,0,GridCellAgent,,,,,,,
36,14,"(1, 1)",1,1,GridCellAgent,,,,,,,
36,15,"(1, 2)",1,2,GridCellAgent,,,,,,,
36,16,"(1, 3)",1,3,GridCellAgent,,,,,,,
36,17,"(1, 4)",1,4,GridCellAgent,,,,,,,
36,18,"(1, 5)",1,5,GridCellAgent,,,,,,,
36,19,"(1, 6)",1,6,GridCellAgent,,,,,,,
36,20,"(1, 7)",1,7,GridCellAgent,,,,,,,
36,21,"(1, 8)",1,8,GridCellAgent,,,,,,,
36,22,"(1, 9)",1,9,GridCellAgent,,,,,,,
36,23,"(1, 10)",1,10,GridCellAgent,,,,,,,
36,24,"(1, 11)",1,11,GridCellAgent,,,,,,,
36,25,"(2, 0)",2,0,GridCellAgent,,,,,,,
36,26,"(2, 1)",2,1,GridCellAgent,,,,,,,
36,27,"(2, 2)",2,2,GridCellAgent,,,,,,,
36,28,"(2, 3)",2,3,GridCellAgent,,,,,,,
36,29,"(2, 4)",2,4,GridCellAgent,,,,,,,
36,30,"(2, 5)",2,5,GridCellAgent,,,,,,,
36,31,"(2, 6)",2,6,GridCellAgent,,,,,,,
36,32,"(2, 7)",2,7,GridCellAgent,,,,,,,
36,33,"(2, 8)",2,8,GridCellAgent,,,,,,,
36,34,"(2, 9)",2,9,GridCellAgent,,,,,,,
36,35,"(2, 10)",2,10,GridCellAgent,,,,,,,
36,36,"(2, 11)",2,11,GridCellAgent,,,,,,,
36,37,"(3, 0)",3,0,GridCellAgent,,,,,,,
36,38,"(3, 1)",3,1,GridCellAgent,,,,,,,
36,39,"(3, 2)",3,2,GridCellAgent,,,,,,,
36,40,"(3, 3)",3,3,GridCellAgent,,,,,,,
36,41,"(3, 4)",3,4,GridCellAgent,,,,,,,
36,42,"(3, 5)",3,5,GridCellAgent,,,,,,,
36,43,"(3, 6)",3,6,GridCellAgent,,,,,,,
36,44,"(3, 7)",3,7,GridCellAgent,,,,,,,
36,45,"(3, 8)",3,8,GridCellAgent,,,,,,,
36,46,"(3, 9)",3,9,GridCellAgent,,,,,,,
36,47,"(3, 10)",3,10,GridCellAgent,,,,,,,
36,48,"(3, 11)",3,11,GridCellAgent,,,,,,,
36,49,"(4, 0)",4,0,GridCellAgent,,,,,,,
36,50,"(4, 1)",4,1,GridCellAgent,,,,,,,
36,51,"(4, 2)",4,2,GridCellAgent,,,,,,,
36,52,"(4, 3)",4,3,GridCellAgent,,,,,,,
36,53,"(4, 4)",4,4,GridCellAgent,,,,,,,
36,54,"(4, 5)",4,5,GridCellAgent,,,,,,,
36,55,"(4, 6)",4,6,GridCellAgent,,,,,,,
36,56,"(4, 7)",4,7,GridCellAgent,,,,,,,
36,57,"(4, 8)",4,8,GridCellAgent,,,,,,,
36,58,"(4, 9)",4,9,GridCellAgent,,,,,,,
36,59,"(4, 10)",4,10,GridCellAgent,,,,,,,
36,60,"(4, 11)",4,11,GridCellAgent,,,,,,,
36,61,"(5, 0)",5,0,GridCellAgent,,,,,,,
36,62,"(5, 1)",5,1,GridCellAgent,,,,,,,
36,63,"(5, 2)",5,2,GridCellAgent,,,,,,,
36,64,"(5, 3)",5,3,GridCellAgent,,,,,,,
36,65,"(5, 4)",5,4,GridCellAgent,,,,,,,
36,66,"(5, 5)",5,5,GridCellAgent,,,,,,,
36,67,"(5, 6)",5,6,GridCellAgent,,,,,,,
36,68,"(5, 7)",5,7,GridCellAgent,,,,,,,
36,69,"(5, 8)",5,8,GridCellAgent,,,,,,,
36,70,"(5, 9)",5,9,GridCellAgent,,,,,,,
36,71,"(5, 10)",5,10,GridCellAgent,,,,,,,
36,72,"(5, 11)",5,11,GridCellAgent,,,,,,,
36,73,"(6, 0)",6,0,GridCellAgent,,,,,,,
36,74,"(6, 1)",6,1,GridCellAgent,,,,,,,
36,75,"(6, 2)",6,2,GridCellAgent,,,,,,,
36,76,"(6, 3)",6,3,GridCellAgent,,,,,,,
36,77,"(6, 4)",6,4,GridCellAgent,,,,,,,
36,78,"(6, 5)",6,5,GridCellAgent,,,,,,,
36,79,"(6, 6)",6,6,GridCellAgent,,,,,,,
36,80,"(6, 7)",6,7,GridCellAgent,,,,,,,
36,81,"(6, 8)",6,8,GridCellAgent,,,,,,,
36,82,"(6, 9)",6,9,GridCellAgent,,,,,,,
36,83,"(6, 10)",6,10,GridCellAgent,,,,,,,
36,84,"(6, 11)",6,11,GridCellAgent,,,,,,,
36,85,"(7, 0)",7,0,GridCellAgent,,,,,,,
36,86,"(7, 1)",7,1,GridCellAgent,,,,,,,
36,87,"(7, 2)",7,2,GridCellAgent,,,,,,,
36,88,"(7, 3)",7,3,GridCellAgent,,,,,,,
36,89,"(7, 4)",7,4,GridCellAgent,,,,,,,
36,90,"(7, 5)",7,5,GridCellAgent,,,,,,,
36,91,"(7, 6)",7,6,GridCellAgent,,,,,,,
36,92,"(7, 7)",7,7,GridCellAgent,,,,,,,
36,93,"(7, 8)",7,8,GridCellAgent,,,,,,,
36,94,"(7, 9)",7,9,GridCellAgent,,,,,,,
36,95,"(7, 10)",7,10,GridCellAgent,,,,,,,
36,96,"(7, 11)",7,11,GridCellAgent,,,,,,,
36,97,"(8, 0)",8,0,GridCellAgent,,,,,,,
36,98,"(8, 1)",8,1,GridCellAgent,,,,,,,
36,99,"(8, 2)",8,2,GridCellAgent,,,,,,,
36,100,"(8, 3)",8,3,GridCellAgent,,,,,,,
36,101,"(8, 4)",8,4,GridCellAgent,,,,,,,
36,102,"(8, 5)",8,5,GridCellAgent,,,,,,,
36,103,"(8, 6)",8,6,GridCellAgent,,,,,,,
36,104,"(8, 7)",8,7,GridCellAgent,,,,,,,
36,105,"(8, 8)",8,8,GridCellAgent,,,,,,,
36,106,"(8, 9)",8,9,GridCellAgent,,,,,,,
36,107,"(8, 10)",8,10,GridCellAgent,,,,,,,
36,108,"(8, 11)",8,11,GridCellAgent,,,,,,,
36,109,"(9, 0)",9,0,GridCellAgent,,,,,,,
36,110,"(9, 1)",9,1,GridCellAgent,,,,,,,
36,111,"(9, 2)",9,2,GridCellAgent,,,,,,,
36,112,"(9, 3)",9,3,GridCellAgent,,,,,,,
36,113,"(9, 4)",9,4,GridCellAgent,,,,,,,
36,114,"(9, 5)",9,5,GridCellAgent,,,,,,,
36,115,"(9, 6)",9,6,GridCellAgent,,,,,,,
36,116,"(9, 7)",9,7,GridCellAgent,,,,,,,
36,117,"(9, 8)",9,8,GridCellAgent,,,,,,,
36,118,"(9, 9)",9,9,GridCellAgent,,,,,,,
36,119,"(9, 10)",9,10,GridCellAgent,,,,,,,
36,120,"(9, 11)",9,11,GridCellAgent,,,,,,,
36,121,"(10, 0)",10,0,GridCellAgent,,,,,,,
36,122,"(10, 1)",10,1,GridCellAgent,,,,,,,
36,123,"(10, 2)",10,2,GridCellAgent,,,,,,,
36,124,"(10, 3)",10,3,GridCellAgent,,,,,,,
36,125,"(10, 4)",10,4,GridCellAgent,,,,,,,
36,126,"(10, 5)",10,5,GridCellAgent,,,,,,,
36,127,"(10, 6)",10,6,GridCellAgent,,,,,,,
36,128,"(10, 7)",10,7,GridCellAgent,,,,,,,
36,129,"(10, 8)",10,8,GridCellAgent,,,,,,,
36,130,"(10, 9)",10,9,GridCellAgent,,,,,,,
36,131,"(10, 10)",10,10,GridCellAgent,,,,,,,
36,132,"(10, 11)",10,11,GridCellAgent,,,,,,,
36,133,"(11, 0)",11,0,GridCellAgent,,,,,,,
36,134,"(11, 1)",11,1,GridCellAgent,,,,,,,
36,135,"(11, 2)",11,2,GridCellAgent,,,,,,,
36,136,"(11, 3)",11,3,GridCellAgent,,,,,,,
36,137,"(11, 4)",11,4,GridCellAgent,,,,,,,
36,138,"(11, 5)",11,5,GridCellAgent,,,,,,,
36,139,"(11, 6)",11,6,GridCellAgent,,,,,,,
36,140,"(11, 7)",11,7,GridCellAgent,,,,,,,
36,141,"(11, 8)",11,8,GridCellAgent,,,,,,,
36,142,"(11, 9)",11,9,GridCellAgent,,,,,,,
36,143,"(11, 10)",11,10,GridCellAgent,,,,,,,
36,144,"(11, 11)",11,11,GridCellAgent,,,,,,,
36,145,"(0, 9)",0,9,ChargingStationAgent,,,,,,,
36,146,"(4, 5)",4,5,DroneAgent,exploring,,65.0,"(4, 3)",False,False,False
36,147,"(11, 3)",11,3,ChargingStationAgent,,,,,,,
36,148,"(8, 2)",8,2,DroneAgent,exploring,,67.0,"(4, 3)",False,False,False
36,149,"(1, 0)",1,0,ChargingStationAgent,,,,,,,
36,150,"(3, 0)",3,0,DroneAgent,exploring,,77.0,"(4, 3)",False,False,False
36,151,"(0, 2)",0,2,PalmAgent,verde,100.0,,,,,
36,152,"(1, 10)",1,10,PalmAgent,verde,100.0,,,,,
36,153,"(2, 9)",2,9,PalmAgent,verde,100.0,,,,,
36,154,"(3, 0)",3,0,PalmAgent,verde,100.0,,,,,
36,155,"(3, 3)",3,3,PalmAgent,verde,100.0,,,,,
36,156,"(3, 11)",3,11,PalmAgent,verde,100.0,,,,,
36,157,"(4, 3)",4,3,PalmAgent,verde,100.0,,,,,
36,158,"(5, 0)",5,0,PalmAgent,verde,100.0,,,,,
36,159,"(5, 4)",5,4,PalmAgent,verde,100.0,,,,,
36,160,"(6, 8)",6,8,PalmAgent,verde,100.0,,,,,
36,161,"(8, 7)",8,7,PalmAgent,infectada,67.77025352644301,,,,,
36,162,"(8, 10)",8,10,PalmAgent,infectada,73.52444805177777,,,,,
36,163,"(10, 2)",10,2,PalmAgent,verde,100.0,,,,,
36,164,"(11, 7)",11,7,PalmAgent,verde,100.0,,,,,
37,1,"(0, 0)",0,0,GridCellAgent,,,,,,,
37,2,"(0, 1)",0,1,GridCellAgent,,,,,,,
37,3,"(0, 2)",0,2,GridCellAgent,,,,,,,
37,4,"(0, 3)",0,3,GridCellAgent,,,,,,,
37,5,"(0, 4)",0,4,GridCellAgent,,,,,,,
37,6,"(0, 5)",0,5,GridCellAgent,,,,,,,
37,7,"(0, 6)",0,6,GridCellAgent,,,,,,,
37,8,"(0, 7)",0,7,GridCellAgent,,,,,,,
37,9,"(0, 8)",0,8,GridCellAgent,,,,,,,
37,10,"(0, 9)",0,9,GridCellAgent,,,,,,,
37,11,"(0, 10)",0,10,GridCellAgent,,,,,,,
37,12,"(0, 11)",0,11,GridCellAgent,,,,,,,
37,13,"(1, 0)",1,0,GridCellAgent,,,,,,,
37,14,"(1, 1)",1,1,GridCellAgent,,,,,,,
37,15,"(1, 2)",1,2,GridCellAgent,,,,,,,
37,16,"(1, 3)",1,3,GridCellAgent,,,,,,,
37,17,"(1, 4)",1,4,GridCellAgent,,,,,,,
37,18,"(1, 5)",1,5,GridCellAgent,,,,,,,
37,19,"(1, 6)",1,6,GridCellAgent,,,,,,,
37,20,"(1, 7)",1,7,GridCellAgent,,,,,,,
37,21,"(1, 8)",1,8,GridCellAgent,,,,,,,
37,22,"(1, 9)",1,9,GridCellAgent,,,,,,,
37,23,"(1, 10)",1,10,GridCellAgent,,,,,,,
37,24,"(1, 11)",1,11,GridCellAgent,,,,,,,
37,25,"(2, 0)",2,0,GridCellAgent,,,,,,,
37,26,"(2, 1)",2,1,GridCellAgent,,,,,,,
37,27,"(2, 2)",2,2,GridCellAgent,,,,,,,
37,28,"(2, 3)",2,3,GridCellAgent,,,,,,,
37,29,"(2, 4)",2,4,GridCellAgent,,,,,,,
37,30,"(2, 5)",2,5,GridCellAgent,,,,,,,
37,31,"(2, 6)",2,6,GridCellAgent,,,,,,,
37,32,"(2, 7)",2,7,GridCellAgent,,,,,,,
37,33,"(2, 8)",2,8,GridCellAgent,,,,,,,
37,34,"(2, 9)",2,9,GridCellAgent,,,,,,,
37,35,"(2, 10)",2,10,GridCellAgent,,,,,,,
37,36,"(2, 11)",2,11,GridCellAgent,,,,,,,
37,37,"(3, 0)",3,0,GridCellAgent,,,,,,,
37,38,"(3, 1)",3,1,GridCellAgent,,,,,,,
37,39,"(3, 2)",3,2,GridCellAgent,,,,,,,
37,40,"(3, 3)",3,3,GridCellAgent,,,,,,,
37,41,"(3, 4)",3,4,GridCellAgent,,,,,,,
37,42,"(3, 5)",3,5,GridCellAgent,,,,,,,
37,43,"(3, 6)",3,6,GridCellAgent,,,,,,,
37,44,"(3, 7)",3,7,GridCellAgent,,,,,,,
37,45,"(3, 8)",3,8,GridCellAgent,,,,,,,
37,46,"(3, 9)",3,9,GridCellAgent,,,,,,,
37,47,"(3, 10)",3,10,GridCellAgent,,,,,,,
37,48,"(3, 11)",3,11,GridCellAgent,,,,,,,
37,49,"(4, 0)",4,0,GridCellAgent,,,,,,,
37,50,"(4, 1)",4,1,GridCellAgent,,,,,,,
37,51,"(4, 2)",4,2,GridCellAgent,,,,,,,
37,52,"(4, 3)",4,3,GridCellAgent,,,,,,,
37,53,"(4, 4)",4,4,GridCellAgent,,,,,,,
37,54,"(4, 5)",4,5,GridCellAgent,,,,,,,
37,55,"(4, 6)",4,6,GridCellAgent,,,,,,,
37,56,"(4, 7)",4,7,GridCellAgent,,,,,,,
37,57,"(4, 8)",4,8,GridCellAgent,,,,,,,
37,58,"(4, 9)",4,9,GridCellAgent,,,,,,,
37,59,"(4, 10)",4,10,GridCellAgent,,,,,,,
37,60,"(4, 11)",4,11,GridCellAgent,,,,,,,
37,61,"(5, 0)",5,0,GridCellAgent,,,,,,,
37,62,"(5, 1)",5,1,GridCellAgent,,,,,,,
37,63,"(5, 2)",5,2,GridCellAgent,,,,,,,
37,64,"(5, 3)",5,3,GridCellAgent,,,,,,,
37,65,"(5, 4)",5,4,GridCellAgent,,,,,,,
37,66,"(5, 5)",5,5,GridCellAgent,,,,,,,
37,67,"(5, 6)",5,6,GridCellAgent,,,,,,,
37,68,"(5, 7)",5,7,GridCellAgent,,,,,,,
37,69,"(5, 8)",5,8,GridCellAgent,,,,,,,
37,70,"(5, 9)",5,9,GridCellAgent,,,,,,,
37,71,"(5, 10)",5,10,GridCellAgent,,,,,,,
37,72,"(5, 11)",5,11,GridCellAgent,,,,,,,
37,73,"(6, 0)",6,0,GridCellAgent,,,,,,,
37,74,"(6, 1)",6,1,GridCellAgent,,,,,,,
37,75,"(6, 2)",6,2,GridCellAgent,,,,,,,
37,76,"(6, 3)",6,3,GridCellAgent,,,,,,,
37,77,"(6, 4)",6,4,GridCellAgent,,,,,,,
37,78,"(6, 5)",6,5,GridCellAgent,,,,,,,
37,79,"(6, 6)",6,6,GridCellAgent,,,,,,,
37,80,"(6, 7)",6,7,GridCellAgent,,,,,,,
37,81,"(6, 8)",6,8,GridCellAgent,,,,,,,
37,82,"(6, 9)",6,9,GridCellAgent,,,,,,,
37,83,"(6, 10)",6,10,GridCellAgent,,,,,,,
37,84,"(6, 11)",6,11,GridCellAgent,,,,,,,
37,85,"(7, 0)",7,0,GridCellAgent,,,,,,,
37,86,"(7, 1)",7,1,GridCellAgent,,,,,,,
37,87,"(7, 2)",7,2,GridCellAgent,,,,,,,
37,88,"(7, 3)",7,3,GridCellAgent,,,,,,,
37,89,"(7, 4)",7,4,GridCellAgent,,,,,,,
37,90,"(7, 5)",7,5,GridCellAgent,,,,,,,
37,91,"(7, 6)",7,6,GridCellAgent,,,,,,,
37,92,"(7, 7)",7,7,GridCellAgent,,,,,,,
37,93,"(7, 8)",7,8,GridCellAgent,,,,,,,
37,94,"(7, 9)",7,9,GridCellAgent,,,,,,,
37,95,"(7, 10)",7,10,GridCellAgent,,,,,,,
37,96,"(7, 11)",7,11,GridCellAgent,,,,,,,
37,97,"(8, 0)",8,0,GridCellAgent,,,,,,,
37,98,"(8, 1)",8,1,GridCellAgent,,,,,,,
37,99,"(8, 2)",8,2,GridCellAgent,,,,,,,
37,100,"(8, 3)",8,3,GridCellAgent,,,,,,,
37,101,"(8, 4)",8,4,GridCellAgent,,,,,,,
37,102,"(8, 5)",8,5,GridCellAgent,,,,,,,
37,103,"(8, 6)",8,6,GridCellAgent,,,,,,,
37,104,"(8, 7)",8,7,GridCellAgent,,,,,,,
37,105,"(8, 8)",8,8,GridCellAgent,,,,,,,
37,106,"(8, 9)",8,9,GridCellAgent,,,,,,,
37,107,"(8, 10)",8,10,GridCellAgent,,,,,,,
37,108,"(8, 11)",8,11,GridCellAgent,,,,,,,
37,109,"(9, 0)",9,0,GridCellAgent,,,,,,,
37,110,"(9, 1)",9,1,GridCellAgent,,,,,,,
37,111,"(9, 2)",9,2,GridCellAgent,,,,,,,
37,112,"(9, 3)",9,3,GridCellAgent,,,,,,,
37,113,"(9, 4)",9,4,GridCellAgent,,,,,,,
37,114,"(9, 5)",9,5,GridCellAgent,,,,,,,
37,115,"(9, 6)",9,6,GridCellAgent,,,,,,,
37,116,"(9, 7)",9,7,GridCellAgent,,,,,,,
37,117,"(9, 8)",9,8,GridCellAgent,,,,,,,
37,118,"(9, 9)",9,9,GridCellAgent,,,,,,,
37,119,"(9, 10)",9,10,GridCellAgent,,,,,,,
37,120,"(9, 11)",9,11,GridCellAgent,,,,,,,
37,121,"(10, 0)",10,0,GridCellAgent,,,,,,,
37,122,"(10, 1)",10,1,GridCellAgent,,,,,,,
37,123,"(10, 2)",10,2,GridCellAgent,,,,,,,
37,124,"(10, 3)",10,3,GridCellAgent,,,,,,,
37,125,"(10, 4)",10,4,GridCellAgent,,,,,,,
37,126,"(10, 5)",10,5,GridCellAgent,,,,,,,
37,127,"(10, 6)",10,6,GridCellAgent,,,,,,,
37,128,"(10, 7)",10,7,GridCellAgent,,,,,,,
37,129,"(10, 8)",10,8,GridCellAgent,,,,,,,
37,130,"(10, 9)",10,9,GridCellAgent,,,,,,,
37,131,"(10, 10)",10,10,GridCellAgent,,,,,,,
37,132,"(10, 11)",10,11,GridCellAgent,,,,,,,
37,133,"(11, 0)",11,0,GridCellAgent,,,,,,,
37,134,"(11, 1)",11,1,GridCellAgent,,,,,,,
37,135,"(11, 2)",11,2,GridCellAgent,,,,,,,
37,136,"(11, 3)",11,3,GridCellAgent,,,,,,,
37,137,"(11, 4)",11,4,GridCellAgent,,,,,,,
37,138,"(11, 5)",11,5,GridCellAgent,,,,,,,
37,139,"(11, 6)",11,6,GridCellAgent,,,,,,,
37,140,"(11, 7)",11,7,GridCellAgent,,,,,,,
37,141,"(11, 8)",11,8,GridCellAgent,,,,,,,
37,142,"(11, 9)",11,9,GridCellAgent,,,,,,,
37,143,"(11, 10)",11,10,GridCellAgent,,,,,,,
37,144,"(11, 11)",11,11,GridCellAgent,,,,,,,
37,145,"(0, 9)",0,9,ChargingStationAgent,,,,,,,
37,146,"(3, 6)",3,6,DroneAgent,exploring,,64.0,"(4, 3)",False,False,False
37,147,"(11, 3)",11,3,ChargingStationAgent,,,,,,,
37,148,"(9, 1)",9,1,DroneAgent,exploring,,66.0,"(4, 3)",False,False,False
37,149,"(1, 0)",1,0,ChargingStationAgent,,,,,,,
37,150,"(4, 0)",4,0,DroneAgent,exploring,,76.0,"(4, 3)",False,False,False
37,151,"(0, 2)",0,2,PalmAgent,verde,100.0,,,,,
37,152,"(1, 10)",1,10,PalmAgent,verde,100.0,,,,,
37,153,"(2, 9)",2,9,PalmAgent,verde,100.0,,,,,
37,154,"(3, 0)",3,0,PalmAgent,verde,100.0,,,,,
37,155,"(3, 3)",3,3,PalmAgent,verde,100.0,,,,,
37,156,"(3, 11)",3,11,PalmAgent,verde,100.0,,,,,
37,157,"(4, 3)",4,3,PalmAgent,verde,100.0,,,,,
37,158,"(5, 0)",5,0,PalmAgent,verde,100.0,,,,,
37,159,"(5, 4)",5,4,PalmAgent,verde,100.0,,,,,
37,160,"(6, 8)",6,8,PalmAgent,verde,100.0,,,,,
37,161,"(8, 7)",8,7,PalmAgent,infectada,67.46852953748919,,,,,
37,162,"(8, 10)",8,10,PalmAgent,infectada,72.08370350998874,,,,,
37,163,"(10, 2)",10,2,PalmAgent,verde,100.0,,,,,
37,164,"(11, 7)",11,7,PalmAgent,verde,100.0,,,,,
38,1,"(0, 0)",0,0,GridCellAgent,,,,,,,
38,2,"(0, 1)",0,1,GridCellAgent,,,,,,,
38,3,"(0, 2)",0,2,GridCellAgent,,,,,,,
38,4,"(0, 3)",0,3,GridCellAgent,,,,,,,
38,5,"(0, 4)",0,4,GridCellAgent,,,,,,,
38,6,"(0, 5)",0,5,GridCellAgent,,,,,,,
38,7,"(0, 6)",0,6,GridCellAgent,,,,,,,
38,8,"(0, 7)",0,7,GridCellAgent,,,,,,,
38,9,"(0, 8)",0,8,GridCellAgent,,,,,,,
38,10,"(0, 9)",0,9,GridCellAgent,,,,,,,
38,11,"(0, 10)",0,10,GridCellAgent,,,,,,,
38,12,"(0, 11)",0,11,GridCellAgent,,,,,,,
38,13,"(1, 0)",1,0,GridCellAgent,,,,,,,
38,14,"(1, 1)",1,1,GridCellAgent,,,,,,,
38,15,"(1, 2)",1,2,GridCellAgent,,,,,,,
38,16,"(1, 3)",1,3,GridCellAgent,,,,,,,
38,17,"(1, 4)",1,4,GridCellAgent,,,,,,,
38,18,"(1, 5)",1,5,GridCellAgent,,,,,,,
38,19,"(1, 6)",1,6,GridCellAgent,,,,,,,
38,20,"(1, 7)",1,7,GridCellAgent,,,,,,,
38,21,"(1, 8)",1,8,GridCellAgent,,,,,,,
38,22,"(1, 9)",1,9,GridCellAgent,,,,,,,
38,23,"(1, 10)",1,10,GridCellAgent,,,,,,,
38,24,"(1, 11)",1,11,GridCellAgent,,,,,,,
38,25,"(2, 0)",2,0,GridCellAgent,,,,,,,
38,26,"(2, 1)",2,1,GridCellAgent,,,,,,,
38,27,"(2, 2)",2,2,GridCellAgent,,,,,,,
38,28,"(2, 3)",2,3,GridCellAgent,,,,,,,
38,29,"(2, 4)",2,4,GridCellAgent,,,,,,,
38,30,"(2, 5)",2,5,GridCellAgent,,,,,,,
38,31,"(2, 6)",2,6,GridCellAgent,,,,,,,
38,32,"(2, 7)",2,7,GridCellAgent,,,,,,,
38,33,"(2, 8)",2,8,GridCellAgent,,,,,,,
38,34,"(2, 9)",2,9,GridCellAgent,,,,,,,
38,35,"(2, 10)",2,10,GridCellAgent,,,,,,,
38,36,"(2, 11)",2,11,GridCellAgent,,,,,,,
38,37,"(3, 0)",3,0,GridCellAgent,,,,,,,
38,38,"(3, 1)",3,1,GridCellAgent,,,,,,,
38,39,"(3, 2)",3,2,GridCellAgent,,,,,,,
38,40,"(3, 3)",3,3,GridCellAgent,,,,,,,
38,41,"(3, 4)",3,4,GridCellAgent,,,,,,,
38,42,"(3, 5)",3,5,GridCellAgent,,,,,,,
38,43,"(3, 6)",3,6,GridCellAgent,,,,,,,
38,44,"(3, 7)",3,7,GridCellAgent,,,,,,,
38,45,"(3, 8)",3,8,GridCellAgent,,,,,,,
38,46,"(3, 9)",3,9,GridCellAgent,,,,,,,
38,47,"(3, 10)",3,10,GridCellAgent,,,,,,,
38,48,"(3, 11)",3,11,GridCellAgent,,,,,,,
38,49,"(4, 0)",4,0,GridCellAgent,,,,,,,
38,50,"(4, 1)",4,1,GridCellAgent,,,,,,,
38,51,"(4, 2)",4,2,GridCellAgent,,,,,,,
38,52,"(4, 3)",4,3,GridCellAgent,,,,,,,
38,53,"(4, 4)",4,4,GridCellAgent,,,,,,,
38,54,"(4, 5)",4,5,GridCellAgent,,,,,,,
38,55,"(4, 6)",4,6,GridCellAgent,,,,,,,
38,56,"(4, 7)",4,7,GridCellAgent,,,,,,,
38,57,"(4, 8)",4,8,GridCellAgent,,,,,,,
38,58,"(4, 9)",4,9,GridCellAgent,,,,,,,
38,59,"(4, 10)",4,10,GridCellAgent,,,,,,,
38,60,"(4, 11)",4,11,GridCellAgent,,,,,,,
38,61,"(5, 0)",5,0,GridCellAgent,,,,,,,
38,62,"(5, 1)",5,1,GridCellAgent,,,,,,,
38,63,"(5, 2)",5,2,GridCellAgent,,,,,,,
38,64,"(5, 3)",5,3,GridCellAgent,,,,,,,
38,65,"(5, 4)",5,4,GridCellAgent,,,,,,,
38,66,"(5, 5)",5,5,GridCellAgent,,,,,,,
38,67,"(5, 6)",5,6,GridCellAgent,,,,,,,
38,68,"(5, 7)",5,7,GridCellAgent,,,,,,,
38,69,"(5, 8)",5,8,GridCellAgent,,,,,,,
38,70,"(5, 9)",5,9,GridCellAgent,,,,,,,
38,71,"(5, 10)",5,10,GridCellAgent,,,,,,,
38,72,"(5, 11)",5,11,GridCellAgent,,,,,,,
38,73,"(6, 0)",6,0,GridCellAgent,,,,,,,
38,74,"(6, 1)",6,1,GridCellAgent,,,,,,,
38,75,"(6, 2)",6,2,GridCellAgent,,,,,,,
38,76,"(6, 3)",6,3,GridCellAgent,,,,,,,
38,77,"(6, 4)",6,4,GridCellAgent,,,,,,,
38,78,"(6, 5)",6,5,GridCellAgent,,,,,,,
38,79,"(6, 6)",6,6,GridCellAgent,,,,,,,
38,80,"(6, 7)",6,7,GridCellAgent,,,,,,,
38,81,"(6, 8)",6,8,GridCellAgent,,,,,,,
38,82,"(6, 9)",6,9,GridCellAgent,,,,,,,
38,83,"(6, 10)",6,10,GridCellAgent,,,,,,,
38,84,"(6, 11)",6,11,GridCellAgent,,,,,,,
38,85,"(7, 0)",7,0,GridCellAgent,,,,,,,
38,86,"(7, 1)",7,1,GridCellAgent,,,,,,,
38,87,"(7, 2)",7,2,GridCellAgent,,,,,,,
38,88,"(7, 3)",7,3,GridCellAgent,,,,,,,
38,89,"(7, 4)",7,4,GridCellAgent,,,,,,,
