,Step,PalmasTotales,PalmasInfectadas,PalmasSanas,PalmasQuemadas,PalmasDetectadas,DronesTotales,DronesActivos,DronesCargando,EstacionesCarga,Cobertura,ObjetivosCompartidos
432,432,26,7,4,0,0,3,3,0,3,0.09027777777777778,0
433,433,26,7,4,0,0,3,3,0,3,0.11805555555555555,0
434,434,26,7,4,0,0,3,3,0,3,0.09722222222222222,0
435,435,26,7,4,0,0,3,3,0,3,0.09722222222222222,0
436,436,26,7,4,0,0,3,2,1,3,0.11805555555555555,0
437,437,26,7,4,0,0,3,2,1,3,0.11805555555555555,0
438,438,26,7,4,0,0,3,3,0,3,0.11805555555555555,0
439,439,26,7,4,0,0,3,3,0,3,0.11805555555555555,0
440,440,26,7,4,0,0,3,3,0,3,0.125,0
441,441,26,7,4,0,0,3,3,0,3,0.13194444444444445,0
442,442,26,7,4,0,0,3,3,0,3,0.1527777777777778,0
443,443,26,7,4,0,1,3,3,0,3,0.1736111111111111,1
444,444,26,7,4,0,1,3,3,0,3,0.1597222222222222,1
445,445,26,7,4,0,2,3,3,0,3,0.1597222222222222,2
446,446,26,7,4,0,2,3,3,0,3,0.1597222222222222,2
447,447,26,7,4,0,3,3,3,0,3,0.1597222222222222,3
448,448,26,7,4,0,3,3,3,0,3,0.1388888888888889,3
449,449,26,7,4,0,4,3,3,0,3,0.14583333333333334,4
450,450,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
451,451,26,7,4,0,4,3,3,0,3,0.14583333333333334,4
452,452,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
453,453,26,7,4,0,4,3,3,0,3,0.14583333333333334,4
454,454,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
455,455,26,8,3,0,4,3,3,0,3,0.14583333333333334,4
456,456,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
457,457,26,7,4,0,3,3,3,0,3,0.14583333333333334,3
458,458,26,7,4,0,3,3,3,0,3,0.1736111111111111,3
459,459,26,7,4,0,4,3,3,0,3,0.16666666666666666,4
460,460,26,7,4,0,3,3,3,0,3,0.14583333333333334,3
461,461,26,7,4,0,3,3,3,0,3,0.1736111111111111,3
462,462,26,7,4,0,4,3,3,0,3,0.14583333333333334,4
463,463,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
464,464,26,7,4,0,4,3,3,0,3,0.14583333333333334,4
465,465,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
466,466,26,7,4,0,4,3,3,0,3,0.14583333333333334,4
467,467,26,7,4,0,4,3,3,0,3,0.1736111111111111,4
468,468,26,8,3,0,5,3,3,0,3,0.14583333333333334,5
469,469,26,8,3,0,5,3,3,0,3,0.1736111111111111,5
470,470,26,8,3,0,5,3,3,0,3,0.14583333333333334,5
471,471,26,8,3,0,5,3,3,0,3,0.1736111111111111,5
472,472,26,7,4,0,5,3,3,0,3,0.14583333333333334,5
473,473,26,7,4,0,4,3,3,0,3,0.1527777777777778,4
474,474,26,7,4,0,4,3,3,0,3,0.125,4
475,475,26,7,4,0,4,3,3,0,3,0.1527777777777778,4
476,476,26,6,5,0,4,3,3,0,3,0.14583333333333334,4
477,477,26,6,5,0,3,3,3,0,3,0.14583333333333334,3
478,478,26,6,5,0,3,3,3,0,3,0.1875,3
479,479,26,5,5,0,3,3,3,0,3,0.16666666666666666,3
480,480,26,5,5,0,3,3,3,0,3,0.14583333333333334,3
481,481,26,6,4,0,4,3,3,0,3,0.1388888888888889,4
482,482,26,6,4,0,4,3,3,0,3,0.11805555555555555,4
483,483,26,6,4,0,4,3,3,0,3,0.10416666666666667,4
484,484,26,6,4,0,4,3,3,0,3,0.11805555555555555,4
485,485,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
486,486,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
487,487,26,7,3,0,4,3,2,1,3,0.10416666666666667,4
488,488,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
489,489,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
490,490,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
491,491,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
492,492,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
493,493,26,6,4,0,4,3,3,0,3,0.10416666666666667,4
494,494,26,7,3,0,3,3,3,0,3,0.10416666666666667,3
495,495,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
496,496,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
497,497,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
498,498,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
499,499,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
500,500,26,7,3,0,4,3,3,0,3,0.09027777777777778,4
501,501,26,7,3,0,4,3,3,0,3,0.06944444444444445,4
502,502,26,7,3,0,4,3,3,0,3,0.0625,4
503,503,26,7,3,0,4,3,3,0,3,0.06944444444444445,4
504,504,26,7,3,0,4,3,3,0,3,0.05555555555555555,4
505,505,26,7,3,0,4,3,3,0,3,0.05555555555555555,4
506,506,26,7,3,0,4,3,3,0,3,0.05555555555555555,4
507,507,26,6,4,0,4,3,3,0,3,0.05555555555555555,4
508,508,26,7,3,0,3,3,3,0,3,0.0625,3
509,509,26,7,3,0,3,3,3,0,3,0.09722222222222222,3
510,510,26,7,3,0,3,3,3,0,3,0.1388888888888889,3
511,511,26,7,3,0,4,3,3,0,3,0.1388888888888889,4
512,512,26,7,3,0,4,3,3,0,3,0.10416666666666667,4
513,513,26,7,3,0,4,3,3,0,3,0.13194444444444445,4
514,514,26,7,3,0,4,3,3,0,3,0.1388888888888889,4
515,515,26,6,4,0,4,3,3,0,3,0.1388888888888889,4
516,516,26,6,4,0,3,3,3,0,3,0.1388888888888889,3
517,517,26,6,4,0,3,3,3,0,3,0.1388888888888889,3
518,518,26,6,4,0,3,3,3,0,3,0.11805555555555555,3
519,519,26,6,4,0,3,3,3,0,3,0.13194444444444445,3
520,520,26,6,4,0,3,3,3,0,3,0.11805555555555555,3
521,521,26,6,4,0,3,3,3,0,3,0.13194444444444445,3
522,522,26,6,4,0,3,3,3,0,3,0.125,3
523,523,26,6,4,0,3,3,3,0,3,0.1527777777777778,3
524,524,26,6,4,0,3,3,3,0,3,0.1388888888888889,3
525,525,26,6,4,0,3,3,3,0,3,0.14583333333333334,3
526,526,26,6,4,0,3,3,3,0,3,0.125,3
527,527,26,6,4,0,3,3,3,0,3,0.14583333333333334,3
528,528,26,6,4,0,3,3,3,0,3,0.1527777777777778,3
529,529,26,6,4,0,3,3,3,0,3,0.14583333333333334,3
530,530,26,5,5,0,3,3,3,0,3,0.10416666666666667,3
531,531,26,6,4,0,3,3,3,0,3,0.11805555555555555,3
532,532,26,5,5,0,3,3,3,0,3,0.14583333333333334,3
533,533,26,5,5,0,2,3,3,0,3,0.10416666666666667,2
534,534,26,5,5,0,2,3,3,0,3,0.1527777777777778,2
535,535,26,5,5,0,2,3,3,0,3,0.14583333333333334,2
536,536,26,5,5,0,2,3,3,0,3,0.125,2
537,537,26,5,5,0,2,3,3,0,3,0.10416666666666667,2
538,538,26,5,5,0,2,3,3,0,3,0.1388888888888889,2
539,539,26,5,5,0,2,3,3,0,3,0.10416666666666667,2
540,540,26,5,5,0,2,3,3,0,3,0.1388888888888889,2
541,541,26,5,5,0,2,3,3,0,3,0.10416666666666667,2
542,542,26,6,4,0,3,3,3,0,3,0.1388888888888889,3
543,543,26,6,4,0,3,3,3,0,3,0.125,3
544,544,26,6,4,0,3,3,3,0,3,0.125,3
545,545,26,5,5,0,3,3,3,0,3,0.14583333333333334,3
546,546,26,6,4,0,2,3,3,0,3,0.1736111111111111,2
547,547,26,7,3,0,4,3,3,0,3,0.16666666666666666,4
548,548,26,7,3,0,5,3,3,0,3,0.1736111111111111,5
549,549,26,6,4,0,5,3,3,0,3,0.1527777777777778,5
550,550,26,6,4,0,4,3,3,0,3,0.16666666666666666,4
551,551,26,6,4,0,4,3,3,0,3,0.16666666666666666,4
552,552,26,5,5,0,4,3,3,0,3,0.16666666666666666,4
553,553,26,5,5,0,3,3,3,0,3,0.14583333333333334,3
554,554,26,4,5,0,3,3,3,0,3,0.1736111111111111,3
555,555,26,4,5,0,3,3,3,0,3,0.14583333333333334,3
556,556,26,4,5,0,3,3,3,0,3,0.1736111111111111,3
557,557,26,4,5,0,3,3,3,0,3,0.14583333333333334,3
558,558,26,4,5,0,3,3,3,0,3,0.1527777777777778,3
559,559,26,4,5,0,3,3,3,0,3,0.14583333333333334,3
560,560,26,4,5,0,3,3,3,0,3,0.1527777777777778,3
561,561,26,3,6,0,3,3,3,0,3,0.14583333333333334,3
562,562,26,3,6,0,2,3,3,0,3,0.1736111111111111,2
563,563,26,4,5,0,2,3,3,0,3,0.14583333333333334,2
564,564,26,4,5,0,3,3,3,0,3,0.1736111111111111,3
565,565,26,4,5,0,3,3,3,0,3,0.14583333333333334,3
566,566,26,4,5,0,3,3,3,0,3,0.1736111111111111,3
567,567,26,4,5,0,3,3,3,0,3,0.14583333333333334,3
568,568,26,3,6,0,3,3,3,0,3,0.1736111111111111,3
569,569,26,3,6,0,2,3,3,0,3,0.14583333333333334,2
570,570,26,4,5,0,3,3,3,0,3,0.125,3
571,571,26,3,6,0,3,3,3,0,3,0.1527777777777778,3
572,572,26,3,6,0,2,3,3,0,3,0.18055555555555555,2
573,573,26,3,6,0,2,3,3,0,3,0.18055555555555555,2
574,574,26,2,7,0,2,3,3,0,3,0.14583333333333334,2
575,575,26,2,7,0,1,3,3,0,3,0.16666666666666666,1
576,576,26,2,7,0,1,3,3,0,3,0.16666666666666666,1
577,577,26,2,7,0,1,3,3,0,3,0.125,1
578,578,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
579,579,26,0,8,0,1,3,2,1,3,0.125,1
580,580,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
581,581,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
582,582,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
583,583,26,0,8,0,0,3,3,0,3,0.11805555555555555,0
584,584,26,0,8,0,0,3,3,0,3,0.10416666666666667,0
585,585,26,0,8,0,0,3,3,0,3,0.10416666666666667,0
586,586,26,0,8,0,0,3,3,0,3,0.11805555555555555,0
587,587,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
588,588,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
589,589,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
590,590,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
591,591,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
592,592,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
593,593,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
594,594,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
595,595,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
596,596,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
597,597,26,0,8,0,0,3,3,0,3,0.1875,0
598,598,26,0,8,0,0,3,3,0,3,0.1875,0
599,599,26,0,8,0,0,3,3,0,3,0.1875,0
600,600,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
601,601,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
602,602,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
603,603,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
604,604,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
605,605,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
606,606,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
607,607,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
608,608,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
609,609,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
610,610,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
611,611,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
612,612,26,0,8,0,1,3,3,0,3,0.14583333333333334,1
613,613,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
614,614,26,0,8,0,0,3,3,0,3,0.09722222222222222,0
615,615,26,0,8,0,0,3,3,0,3,0.09722222222222222,0
616,616,26,0,8,0,0,3,3,0,3,0.10416666666666667,0
617,617,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
618,618,26,0,8,0,0,3,3,0,3,0.10416666666666667,0
619,619,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
620,620,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
621,621,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
622,622,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
623,623,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
624,624,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
625,625,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
626,626,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
627,627,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
628,628,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
629,629,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
630,630,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
631,631,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
632,632,26,0,8,0,0,3,2,1,3,0.14583333333333334,0
633,633,26,0,8,0,0,3,2,1,3,0.14583333333333334,0
634,634,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
635,635,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
636,636,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
637,637,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
638,638,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
639,639,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
640,640,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
641,641,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
642,642,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
643,643,26,0,8,0,0,3,3,0,3,0.1597222222222222,0
644,644,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
645,645,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
646,646,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
647,647,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
648,648,26,0,8,0,0,3,3,0,3,0.1875,0
649,649,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
650,650,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
651,651,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
652,652,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
653,653,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
654,654,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
655,655,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
656,656,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
657,657,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
658,658,26,2,6,0,1,3,3,0,3,0.16666666666666666,1
659,659,26,2,6,0,1,3,3,0,3,0.1875,1
660,660,26,2,6,0,1,3,3,0,3,0.1875,1
661,661,26,1,7,0,2,3,3,0,3,0.1875,2
662,662,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
663,663,26,1,7,0,1,3,3,0,3,0.10416666666666667,1
664,664,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
665,665,26,0,8,0,0,3,3,0,3,0.1875,0
666,666,26,0,8,0,0,3,3,0,3,0.1736111111111111,0
667,667,26,0,8,0,0,3,3,0,3,0.1597222222222222,0
668,668,26,0,8,0,0,3,3,0,3,0.125,0
669,669,26,0,8,0,0,3,3,0,3,0.125,0
670,670,26,0,8,0,0,3,3,0,3,0.1111111111111111,0
671,671,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
672,672,26,0,8,0,0,3,2,1,3,0.11805555555555555,0
673,673,26,0,8,0,0,3,2,1,3,0.10416666666666667,0
674,674,26,0,8,0,0,3,3,0,3,0.10416666666666667,0
675,675,26,0,8,0,0,3,3,0,3,0.10416666666666667,0
676,676,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
677,677,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
678,678,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
679,679,26,0,8,0,0,3,3,0,3,0.125,0
680,680,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
681,681,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
682,682,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
683,683,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
684,684,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
685,685,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
686,686,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
687,687,26,1,7,0,0,3,2,1,3,0.13194444444444445,0
688,688,26,1,7,0,0,3,2,1,3,0.13194444444444445,0
689,689,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
690,690,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
691,691,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
692,692,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
693,693,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
694,694,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
695,695,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
696,696,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
697,697,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
698,698,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
699,699,26,2,6,0,0,3,3,0,3,0.14583333333333334,0
700,700,26,2,6,0,1,3,3,0,3,0.1875,1
701,701,26,2,6,0,1,3,3,0,3,0.16666666666666666,1
702,702,26,2,6,0,1,3,3,0,3,0.18055555555555555,1
703,703,26,2,6,0,1,3,3,0,3,0.1527777777777778,1
704,704,26,4,4,0,1,3,3,0,3,0.125,1
705,705,26,3,5,0,1,3,3,0,3,0.125,1
706,706,26,3,5,0,0,3,3,0,3,0.13194444444444445,0
707,707,26,3,5,0,0,3,3,0,3,0.16666666666666666,0
708,708,26,3,5,0,0,3,3,0,3,0.18055555555555555,0
709,709,26,3,5,0,0,3,3,0,3,0.16666666666666666,0
710,710,26,4,4,0,0,3,3,0,3,0.16666666666666666,0
711,711,26,4,4,0,0,3,3,0,3,0.14583333333333334,0
712,712,26,4,4,0,0,3,3,0,3,0.16666666666666666,0
713,713,26,4,4,0,0,3,3,0,3,0.16666666666666666,0
714,714,26,4,4,0,0,3,3,0,3,0.16666666666666666,0
715,715,26,4,4,0,2,3,3,0,3,0.1875,2
716,716,26,4,4,0,2,3,3,0,3,0.1875,2
717,717,26,4,4,0,2,3,3,0,3,0.1875,2
718,718,26,3,5,0,2,3,3,0,3,0.16666666666666666,2
719,719,26,3,5,0,2,3,3,0,3,0.13194444444444445,2
720,720,26,3,5,0,2,3,3,0,3,0.13194444444444445,2
721,721,26,3,5,0,2,3,3,0,3,0.11805555555555555,2
722,722,26,3,5,0,2,3,3,0,3,0.13194444444444445,2
723,723,26,3,5,0,2,3,3,0,3,0.11805555555555555,2
724,724,26,2,6,0,1,3,3,0,3,0.13194444444444445,1
725,725,26,2,6,0,1,3,3,0,3,0.10416666666666667,1
726,726,26,2,6,0,1,3,3,0,3,0.13194444444444445,1
727,727,26,2,6,0,1,3,3,0,3,0.10416666666666667,1
728,728,26,2,6,0,1,3,3,0,3,0.13194444444444445,1
729,729,26,1,7,0,1,3,3,0,3,0.10416666666666667,1
730,730,26,1,7,0,0,3,3,0,3,0.1527777777777778,0
731,731,26,1,7,0,0,3,3,0,3,0.1388888888888889,0
732,732,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
733,733,26,1,7,0,0,3,3,0,3,0.1875,0
734,734,26,1,7,0,1,3,3,0,3,0.1875,1
735,735,26,1,7,0,1,3,3,0,3,0.16666666666666666,1
736,736,26,1,7,0,1,3,3,0,3,0.125,1
737,737,26,1,7,0,1,3,3,0,3,0.125,1
738,738,26,1,7,0,1,3,2,1,3,0.1527777777777778,1
739,739,26,1,7,0,1,3,2,1,3,0.125,1
740,740,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
741,741,26,0,8,0,1,3,3,0,3,0.14583333333333334,1
742,742,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
743,743,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
744,744,26,0,8,0,0,3,3,0,3,0.11805555555555555,0
745,745,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
746,746,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
747,747,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
748,748,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
749,749,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
750,750,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
751,751,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
752,752,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
753,753,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
754,754,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
755,755,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
756,756,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
757,757,26,0,8,0,0,3,3,0,3,0.1597222222222222,0
758,758,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
759,759,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
760,760,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
761,761,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
762,762,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
763,763,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
764,764,26,0,8,0,0,3,3,0,3,0.1875,0
765,765,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
766,766,26,0,8,0,0,3,3,0,3,0.125,0
767,767,26,0,8,0,0,3,3,0,3,0.125,0
768,768,26,0,8,0,0,3,3,0,3,0.125,0
769,769,26,0,8,0,0,3,3,0,3,0.125,0
770,770,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
771,771,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
772,772,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
773,773,26,0,8,0,0,3,3,0,3,0.1597222222222222,0
774,774,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
775,775,26,1,7,0,0,3,3,0,3,0.1597222222222222,0
776,776,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
777,777,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
778,778,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
779,779,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
780,780,26,1,7,0,1,3,2,1,3,0.1527777777777778,1
781,781,26,1,7,0,1,3,2,1,3,0.1527777777777778,1
782,782,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
783,783,26,1,7,0,1,3,3,0,3,0.13194444444444445,1
784,784,26,0,8,0,1,3,3,0,3,0.11805555555555555,1
785,785,26,0,8,0,0,3,3,0,3,0.1111111111111111,0
786,786,26,0,8,0,0,3,3,0,3,0.1111111111111111,0
787,787,26,0,8,0,0,3,3,0,3,0.11805555555555555,0
788,788,26,0,8,0,0,3,2,1,3,0.1527777777777778,0
789,789,26,0,8,0,0,3,2,1,3,0.1527777777777778,0
790,790,26,1,7,0,0,3,3,0,3,0.13194444444444445,0
791,791,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
792,792,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
793,793,26,1,7,0,1,3,3,0,3,0.1388888888888889,1
794,794,26,1,7,0,1,3,3,0,3,0.1527777777777778,1
795,795,26,0,8,0,1,3,3,0,3,0.125,1
796,796,26,1,7,0,0,3,3,0,3,0.10416666666666667,0
797,797,26,1,7,0,1,3,3,0,3,0.18055555555555555,1
798,798,26,0,8,0,1,3,3,0,3,0.125,1
799,799,26,0,8,0,0,3,3,0,3,0.125,0
800,800,26,0,8,0,0,3,3,0,3,0.13194444444444445,0
801,801,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
802,802,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
803,803,26,0,8,0,0,3,3,0,3,0.1736111111111111,0
804,804,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
805,805,26,0,8,0,0,3,3,0,3,0.1388888888888889,0
806,806,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
807,807,26,1,7,0,1,3,3,0,3,0.16666666666666666,1
808,808,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
809,809,26,0,8,0,0,3,3,0,3,0.1736111111111111,0
810,810,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
811,811,26,0,8,0,0,3,3,0,3,0.125,0
812,812,26,0,8,0,0,3,3,0,3,0.1527777777777778,0
813,813,26,0,8,0,0,3,3,0,3,0.14583333333333334,0
814,814,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
815,815,26,0,8,0,0,3,3,0,3,0.16666666666666666,0
816,816,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
817,817,26,1,7,0,0,3,3,0,3,0.16666666666666666,0
818,818,26,1,7,0,0,3,3,0,3,0.1875,0
819,819,26,1,7,0,0,3,3,0,3,0.14583333333333334,0
820,820,26,1,7,0,0,3,3,0,3,0.1527777777777778,0
821,821,26,1,7,0,0,3,3,0,3,0.1527777777777778,0
822,822,26,2,6,0,1,3,3,0,3,0.1527777777777778,1
823,823,26,2,6,0,1,3,3,0,3,0.16666666666666666,1
824,824,26,2,6,0,1,3,3,0,3,0.16666666666666666,1
825,825,26,2,6,0,0,3,3,0,3,0.16666666666666666,0
826,826,26,2,6,0,1,3,3,0,3,0.1527777777777778,1
827,827,26,2,6,0,2,3,3,0,3,0.10416666666666667,2
828,828,26,2,6,0,2,3,3,0,3,0.125,2
829,829,26,2,6,0,2,3,3,0,3,0.13194444444444445,2
830,830,26,2,6,0,1,3,3,0,3,0.09027777777777778,1
831,831,26,3,5,0,2,3,3,0,3,0.1111111111111111,2
832,832,26,3,5,0,2,3,2,1,3,0.13194444444444445,2
833,833,26,2,6,0,2,3,2,1,3,0.1111111111111111,2
834,834,26,2,6,0,1,3,3,0,3,0.13194444444444445,1
835,835,26,1,7,0,1,3,3,0,3,0.14583333333333334,1
836,836,26,1,7,0,0,3,3,0,3,0.1388888888888889,0
837,837,26,1,7,0,0,3,3,0,3,0.1111111111111111,0
838,838,26,1,7,0,0,3,3,0,3,0.1527777777777778,0
839,839,26,1,7,0,0,3,3,0,3,0.1875,0
840,840,26,2,6,0,0,3,3,0,3,0.16666666666666666,0
841,841,26,2,6,0,0,3,3,0,3,0.16666666666666666,0
842,842,26,2,6,0,1,3,3,0,3,0.16666666666666666,1
843,843,26,3,5,0,1,3,3,0,3,0.1736111111111111,1
844,844,26,3,5,0,1,3,3,0,3,0.125,1
845,845,26,2,6,0,2,3,3,0,3,0.10416666666666667,2
846,846,26,2,6,0,1,3,3,0,3,0.10416666666666667,1
847,847,26,2,6,0,1,3,3,0,3,0.125,1
848,848,26,2,6,0,0,3,3,0,3,0.1111111111111111,0
849,849,26,2,6,0,0,3,3,0,3,0.11805555555555555,0
850,850,26,2,6,0,0,3,3,0,3,0.11805555555555555,0
851,851,26,2,6,0,0,3,3,0,3,0.1527777777777778,0
852,852,26,2,6,0,1,3,3,0,3,0.1597222222222222,1
853,853,26,3,5,0,1,3,3,0,3,0.14583333333333334,1
854,854,26,3,5,0,2,3,3,0,3,0.14583333333333334,2
855,855,26,2,6,0,2,3,3,0,3,0.125,2
856,856,26,2,6,0,1,3,3,0,3,0.13194444444444445,1
857,857,26,2,6,0,1,3,3,0,3,0.13194444444444445,1
858,858,26,1,7,0,1,3,3,0,3,0.11805555555555555,1
859,859,26,1,7,0,0,3,3,0,3,0.10416666666666667,0
